PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,1^Qualifier^STRING^^^^,2^EC50^FLOAT^uM^^^,3^LogEC50^FLOAT^^^^,4^Hill Slope^FLOAT^^^^,5^Hill S0^FLOAT^^^^,6^Hill Sinf^FLOAT^^^^,7^Hill dS^FLOAT^^^^,8^Chi Square^FLOAT^^^^,9^Rsquare^FLOAT^^^^,10^N DataPoints^INT^^^^,11^Activation at 95.1 uM^FLOAT^%^^^,12^Activation at 31.7 uM^FLOAT^%^^^,13^Activation at 10.6 uM^FLOAT^%^^^,14^Activation at 3.5 uM^FLOAT^%^^^,15^Activation at 1.2 uM^FLOAT^%^^^,16^Activation at 391.3 nM^FLOAT^%^^^,17^Activation at 130.4 nM^FLOAT^%^^^,18^Activation at 43.5 nM^FLOAT^%^^^,19^Activation at 14.5 nM^FLOAT^%^^^,20^Activation at 4.8 nM^FLOAT^%^^^
7972861,2197921,Inactive,0,,,>,30,-4.52,,,,,,,27,18,49.9,-6.9,-11.9,-12.7,-17.3,-14.3,-23.9,-15.3,-19.9
7972885,2828444,Inactive,22,,,=,20.9,-4.68,0.95,-8.21,184.39,192.6,-130.83,0.98,30,114.4,64.1,32.9,2.9,-5.2,-9.8,-2.8,-5,-6.8,-11.4
7973195,1125853,Inactive,0,,,>,95,-4.02,,-9.44,39.65,49.09,,,30,21.8,12.3,3.6,-1.5,-8,-10.6,-12,-7.1,-4.4,-12
7973292,2904443,Inactive,32,,,=,11.04,-4.96,1.45,-10.56,95.75,106.3,-110.12,0.97,30,77.1,83.7,43.7,13.8,-0.8,-8.4,-6.4,-15.5,-10.8,-13.2
7973332,2057670,Inactive,32,,,=,10.63,-4.97,0.57,-12.32,225.44,237.76,-49508.4,0.99,30,116.8,81.4,49.6,27.1,7.4,2.9,-9,-6.4,-10.9,-11.3
7973456,698884,Inactive,0,,,>,95,-4.02,,,,,,,30,14.6,11.6,-0.7,7.6,-7.1,2.1,-9,-3.9,-5.6,0.9
7973549,2223604,Inactive,29,,,=,13.65,-4.86,3.4,-2,121.31,123.31,-1604.48,0.97,30,117.5,112.7,25.6,15.4,3.2,-0.2,-4.6,-6.6,-5.5,-13.7
7973609,1515332,Inactive,0,,,>,95,-4.02,,,,,,,20,-170.2,-70.1,-67.5,-18.2,-22.4,-25.1,-18.9,-13.9,-33.4,-17.9
7973622,2855400,Active,49,,,=,3.423,-5.47,0.39,-21.49,203.77,225.26,-18.48,0.99,30,116,87.9,73,51.4,35.8,13.9,5.4,-6,-8.2,-11.7
7973985,721948,Active,37,,,=,7.911,-5.1,1.18,-14.69,145.63,160.32,-69.5,0.99,20,116.8,112.6,54.3,21.9,0.6,-11.2,-12.8,-18.6,-14.1,-15.6
7974066,1316078,Active,56,,,=,2.136,-5.67,1.76,-13.62,121.24,134.86,-43.1,0.99,30,118.1,100.8,93.9,78.4,18.5,-8.7,-10.9,-15.1,-7.6,-17.9
7974080,1361318,Inactive,0,,,>,95,-4.02,,,,,,,30,-15.5,-14,-17,-15.7,-10.7,-24.8,-1.8,-10.8,-2.5,-3
7974175,867086,Active,45,,,=,4.415,-5.36,1.22,0.44,103.87,103.43,903.15,0.99,30,99.8,97.7,75.2,42,17.4,6.3,1.7,-2,-1.8,4.2
7974418,2296209,Inactive,30,,,=,12.14,-4.92,1.03,-15.02,154.22,169.23,-17.79,0.99,20,113.7,96.4,34.1,14.6,0.2,-9.8,-13.8,-16.6,-19.7,-14.8
7974422,2918437,Inactive,26,,,=,16.35,-4.79,2.47,-7.26,136.34,143.6,-147.64,0.99,30,126.1,101.2,17.7,3.8,-4.1,-4.5,-8.3,-9.9,-9.8,-14.3
7974676,870804,Active,41,,,=,6.013,-5.22,2.39,-10.59,108.91,119.5,-54.09,0.97,30,98.4,96.1,80.3,16.6,-3.3,-17.5,-11.2,-7.8,-7.6,-12.5
7974677,1158633,Inactive,13,,,=,38.81,-4.41,1.81,-19.86,156.45,176.32,-31.84,0.98,20,105.7,36.5,-9.9,-14.4,-21.6,-17.2,-23.1,-10.6,-27.8,-21.6
7974678,2854508,Active,81,,,>,0.3,-6.52,,,,,,,20,108.1,98.6,91,85.1,74.8,64.2,48.3,42.7,16.6,3.6
7974772,5732042,Inactive,24,,,=,18.19,-4.74,3.43,-15.87,144.43,160.31,50.29,0.99,30,128.1,106.6,1.1,-21.4,-10.8,-15.5,-14.9,-14.7,-18,-15.8
7974824,2277133,Inactive,0,,,>,95,-4.02,,,,,,,20,-7.1,-8.1,-22.6,-18.6,-13.4,-18.5,-22.2,-19.2,-20.6,-8.9
7974881,2259039,Active,57,,,=,1.91,-5.72,1.14,-15.37,113.98,129.35,-11.11,0.99,20,96.6,97.2,85.4,70.8,32.3,4.3,-6.9,-6.9,-18.8,-18.1
7974907,750885,Inactive,23,,,=,20.53,-4.69,0.74,-15.59,249.3,264.89,-45.71,0.98,20,115,67.8,26.1,8.9,-0.3,-18.5,-16.1,-7.2,-21,-11.9
7974942,1347824,Inactive,30,,,=,12.51,-4.9,0.68,-7.85,232.83,240.67,-136.99,0.99,30,124.4,82.5,43.7,20.4,9.2,-2.4,-3.5,-11.2,-2.4,-8.4
7975116,721057,Inactive,29,,,=,13,-4.89,0.72,-21.31,192.48,213.79,-224.85,0.97,20,111.5,92,32.3,12.3,3,-8.4,-14.8,-18.8,-21.7,-27.2
7975125,6860057,Active,70,,,=,0.803,-6.1,1.15,-11.94,136.51,148.45,107.56,1,20,124.5,120.9,116.1,102.2,62.7,26.7,-4.8,2.9,-14.2,-14.9
7975142,877519,Active,36,,,=,8.058,-5.09,1.8,-3.91,124.42,128.34,-1022.24,0.96,30,114.6,114.1,61.8,16.5,1.9,1.6,-20.8,1.3,0.8,-5.8
7975174,1160939,Active,48,,,=,3.628,-5.44,1,-5.7,131.37,137.08,-66.22,0.99,30,116.2,112,85.1,44.4,22.5,5.4,-2.4,-1.4,-8.4,-7.4
7975247,1189450,Inactive,27,,,=,15.15,-4.82,0.95,-15.1,125.21,140.31,-93.65,0.98,30,94.3,67.2,42.9,11.1,-6.8,-14.1,-6.8,-14.8,-18.3,-14
7975264,888352,Inactive,0,,,>,95,-4.02,,-19.8,35.56,55.36,,,20,15.1,5.4,-16.6,-17.3,-21.8,-15.1,-13.7,-18.8,-36.5,-15
7975274,1625575,Inactive,32,,,>,10,-5,,,,,,,30,118.7,120.4,63.3,-22.6,-22,-21,-12,-16.6,-6.7,-16.8
7975305,745328,Inactive,22,,,=,21.72,-4.66,0.93,-6.12,199.61,205.73,-334.01,0.97,30,114.3,70.1,18,11.5,0.5,6.9,-6.8,-9.2,-5.9,-13.5
7975500,2227567,Inactive,21,,,=,23.39,-4.63,0.53,-12.42,208.15,220.57,-99.15,0.97,30,84.3,64.5,28.2,10.7,5,1.9,-1.9,-10.3,-8.7,-18.3
7975641,2927276,Inactive,28,,,=,14.04,-4.85,5.87,-11.85,124.66,136.51,-113.74,0.98,30,112.4,112.1,7.6,-0.7,-5.8,-14.5,-11.7,-15.8,-19.6,-14.7
7975733,876417,Active,57,,,=,1.965,-5.71,1.27,-9.41,112.55,121.96,-37.45,0.99,30,101.7,102.5,89.8,71,31.1,5.7,-6.9,-7.7,-9.4,-9
7975823,1870954,Inactive,23,,,=,19.79,-4.7,0.71,-23.75,235.24,258.99,7.55,0.96,20,113.6,69,23.9,12.8,-9.9,-22.4,-33.1,-14.3,-21.8,-20.5
7975955,2892639,Inactive,0,,,>,95,-4.02,,,,,,,20,-0.2,1,-36,-13,-2.6,-15.4,-6,-3.3,-12.8,-5.2
7975962,5406370,Inactive,29,,,=,13.14,-4.88,0.99,-15.49,147.32,162.81,-106.15,0.98,30,112.7,73.7,48.4,13.8,-12.2,-17.2,-18.2,-11.2,-15.4,-7.8
7975994,2058969,Active,39,,,=,6.506,-5.19,1.36,-6.98,137.91,144.89,43.71,0.99,30,122.4,117.3,70.4,22.4,9.3,-3.9,-4.7,-7.9,-7.4,-12.9
7976105,2860584,Inactive,29,,,=,13.41,-4.87,3.32,-10.75,136.39,147.14,-47.03,0.99,30,125.4,116.5,25.6,-9.9,-10.1,-11.5,-11.7,-13.2,-5.6,-11.9
7976231,682570,Inactive,30,,,=,12.21,-4.91,1.03,-14.2,137.83,152.04,-202.18,0.98,30,105.6,84.8,43.8,9.5,1.5,-12,-8,-15.7,-18.1,-14.8
7976239,782193,Inactive,32,,,=,10.56,-4.98,1.81,-6.27,128.04,134.31,-117.8,0.99,30,117.5,104.8,48.5,6.9,1.3,-11.7,-4,-9.3,-2.8,-9.1
7976291,747076,Inactive,0,,,>,95,-4.02,,-5.61,18.65,24.26,,,30,10.5,9.2,0.8,2,-1.2,-8.1,-9,-6.2,-2.6,-3.3
7976300,2183703,Inactive,10,,,=,48.16,-4.32,2.48,-12.4,83.15,95.56,-40.68,0.97,30,65.9,30.6,-7.9,-6.2,-12.3,-14.1,-14.8,-13.1,-16.3,-8.8
7976456,878218,Active,52,,,=,2.765,-5.56,1.09,-18.12,124.12,142.24,-98.47,0.99,30,101.2,100.3,89.8,56,21,-4,-1.7,-21.1,-21.7,-17.9
7976462,702153,Inactive,0,,,>,95,-4.02,,,,,,,19,-7.5,-14.4,25.6,-9,-22.8,-19.7,-29.6,-16.4,-25.1,-12.8
7976488,54676686,Inactive,28,,,=,14.41,-4.84,3.83,-14.92,124.47,139.38,-93.65,0.98,30,109.9,103.7,16.3,-18.5,-19.9,-13.4,-10.9,-10.8,-21.9,-8.8
7977051,790083,Inactive,33,,,=,10.08,-5,0.82,-19.17,124.78,143.95,34.59,0.99,20,89.9,78.8,52,17.6,8.6,-8.9,-17.8,-15.5,-20.6,-18.3
7977057,5310863,Inactive,24,,,=,19.31,-4.71,2.43,-13.16,133.46,146.62,-49.17,0.98,20,116.7,88,7.2,0.8,-7.2,-10,-13.7,-17.9,-22.1,-17.9
7977078,2843365,Inactive,0,,,>,30,-4.52,,,,,,,20,72.7,17.7,4.1,0.8,-14.2,-15.4,-14.1,-7,-17.7,0.9
7977281,5407960,Active,36,,,=,8.25,-5.08,0.84,-23.49,166.4,189.89,-30.01,1,30,118.1,99.2,54.9,22.6,1.6,-15.1,-19.7,-21.8,-24.8,-22
7977433,2232803,Active,44,,,=,4.862,-5.31,0.93,-11.25,150.46,161.71,-82.22,0.99,30,122.3,116.5,74.6,35.6,13.8,1.9,-5.7,-6.1,-12.2,-18.5
7977448,778503,Inactive,0,,,>,95,-4.02,,,,,,,20,9.9,0.6,-5.9,-0.3,-11.9,-13.5,-16.3,-9.9,-16.3,-18.9
7977494,5411262,Active,34,,,=,9.387,-5.03,2.61,-7.57,110.1,117.67,-43.45,0.99,30,103.1,97.5,58.7,0.4,-5,-16,-7.2,-9.3,-7.6,0.7
7977946,702129,Inactive,0,,,>,95,-4.02,,-10.97,-6.25,4.72,,,19,-12.8,-19.1,-18.1,-17,-19.1,-14,-51.3,-18,-7.2,-10.5
7977961,6879678,Inactive,0,,,>,95,-4.02,,,,,,,20,28.1,5.5,-15.2,-16.6,-19.1,-21.9,-16.7,-19.4,-20.8,-51.3
7978035,1352026,Inactive,24,,,=,18.79,-4.73,1.37,-12.41,111.63,124.05,446.65,0.97,30,91.7,65.2,32.1,-2.7,-12.1,-9,-12.6,-14.5,-7,-14.3
7978115,698314,Inactive,25,,,=,17.96,-4.75,1.41,-12.84,92.98,105.82,-10.12,0.94,30,69,76.6,23.5,6.1,3.7,-15.3,-14.7,-20.5,-10.4,-13.6
7978203,2232433,Active,36,,,=,8.219,-5.09,1.04,-3.81,130.93,134.74,-2122.02,0.99,30,112.6,96.4,53.8,29.3,7.9,-1.3,-10.3,-0.1,-3.3,-0.5
7978252,2919510,Inactive,0,,,>,30,-4.52,,,,,,,30,104.9,44.7,16.5,-1,-1,0.4,-4.7,-13.1,-10.3,-11.9
7978272,5349808,Active,44,,,=,4.742,-5.32,1.5,-12.29,118.77,131.06,10.44,0.99,20,109.2,96.1,80.6,39.5,-2,-7.3,-15.5,-12.4,-9.5,-10.7
7978398,1227876,Active,47,,,=,3.764,-5.42,0.91,-19.81,135.7,155.51,-39.7,0.99,20,109.3,99.5,80.6,44.3,22.5,-7.7,-18,-5.2,-28.5,-16.6
7978421,772857,Active,56,,,=,2.138,-5.67,0.87,-14.24,107.08,121.32,-164.29,0.99,30,89.5,87.2,78.8,58.6,36.6,15.4,-6.7,-4.8,-14.6,-12.6
